refund_id,order_item_id,refund_amount,refund_date,refund_reason
6071,20350,19.61,2026-02-12,Damaged Item
6072,45100,17.69,2026-02-12,Wrong Item
6073,303260,55.57,2026-02-12,Damaged Item
6074,153600,6.48,2026-02-12,Customer Error
6075,290395,39.07,2026-02-12,Damaged Item
6076,13738,57.22,2026-02-12,Late Delivery
6077,280053,79.56,2026-02-12,Damaged Item
6078,131708,13.65,2026-02-12,Wrong Item
6079,274849,44.43,2026-02-12,Wrong Item
6080,251595,30.77,2026-02-12,Damaged Item
6081,155436,4.53,2026-02-12,Damaged Item
6082,214051,103.76,2026-02-12,Late Delivery
6083,285009,9.49,2026-02-12,Late Delivery
6084,282967,37.26,2026-02-12,Damaged Item
6085,101057,20.9,2026-02-12,Wrong Item
6086,12670,81.21,2026-02-12,Wrong Item
6087,186208,38.81,2026-02-12,Wrong Item
6088,117724,35.56,2026-02-12,Damaged Item
6089,243774,5.82,2026-02-12,Customer Error
6090,78736,78.85,2026-02-12,Late Delivery
6091,92017,40.78,2026-02-12,Damaged Item
6092,127837,31.45,2026-02-12,Customer Error
6093,213760,28.24,2026-02-12,Late Delivery
6094,210662,8.14,2026-02-12,Wrong Item
6095,169737,24.0,2026-02-12,Late Delivery
6096,209741,335.21,2026-02-12,Customer Error
6097,282873,43.14,2026-02-12,Damaged Item
6098,270327,43.98,2026-02-12,Customer Error
6099,178705,45.77,2026-02-12,Late Delivery
6100,187613,429.66,2026-02-12,Late Delivery
6101,234777,49.79,2026-02-12,Damaged Item
6102,146097,32.92,2026-02-12,Late Delivery
6103,117704,14.35,2026-02-12,Late Delivery
6104,240209,23.99,2026-02-12,Late Delivery
6105,136574,12.55,2026-02-12,Customer Error
6106,292405,22.86,2026-02-12,Customer Error
6107,107473,7.57,2026-02-12,Damaged Item
6108,30134,4.55,2026-02-12,Customer Error
6109,154846,16.81,2026-02-12,Wrong Item
6110,8895,533.1,2026-02-12,Late Delivery
6111,137253,135.31,2026-02-12,Late Delivery
6112,165322,15.93,2026-02-12,Customer Error
6113,137928,10.27,2026-02-12,Customer Error
6114,39717,100.46,2026-02-12,Damaged Item
6115,290960,14.49,2026-02-12,Customer Error
6116,239056,11.69,2026-02-12,Late Delivery
6117,24773,78.15,2026-02-12,Wrong Item
6118,102139,41.45,2026-02-12,Damaged Item
6119,259966,14.72,2026-02-12,Wrong Item
6120,105161,282.38,2026-02-12,Late Delivery
6121,186159,32.49,2026-02-12,Damaged Item
6122,304196,7.41,2026-02-12,Damaged Item
6123,223559,62.98,2026-02-12,Damaged Item
6124,182618,29.22,2026-02-12,Late Delivery
6125,268301,2.91,2026-02-12,Wrong Item
6126,112246,100.29,2026-02-12,Wrong Item
6127,270207,10.28,2026-02-12,Wrong Item
6128,31752,21.71,2026-02-12,Damaged Item
6129,220054,39.34,2026-02-12,Damaged Item
6130,18866,6.39,2026-02-12,Late Delivery
6131,94945,15.79,2026-02-12,Wrong Item
6132,233976,8.11,2026-02-12,Late Delivery
6133,81502,30.0,2026-02-12,Wrong Item
6134,238438,117.79,2026-02-12,Damaged Item
6135,230255,9.29,2026-02-12,Customer Error
6136,74580,23.59,2026-02-12,Customer Error
6137,293154,25.82,2026-02-12,Damaged Item
6138,107141,21.93,2026-02-12,Wrong Item
6139,262977,63.08,2026-02-12,Wrong Item
6140,218045,6.19,2026-02-12,Wrong Item
6141,217733,12.42,2026-02-12,Damaged Item
6142,23712,15.85,2026-02-12,Damaged Item
6143,47564,74.5,2026-02-12,Late Delivery
6144,161102,8.15,2026-02-12,Damaged Item
6145,15286,26.94,2026-02-12,Wrong Item
6146,73226,14.67,2026-02-12,Late Delivery
6147,289499,14.5,2026-02-12,Customer Error
6148,149632,10.21,2026-02-12,Wrong Item
6149,284079,3.76,2026-02-12,Customer Error
6150,15269,10.92,2026-02-12,Late Delivery
6151,237187,5.67,2026-02-12,Late Delivery
6152,166501,31.04,2026-02-12,Damaged Item
6153,47234,2.93,2026-02-12,Customer Error
6154,118725,1.38,2026-02-12,Customer Error
6155,301506,4.79,2026-02-12,Customer Error
6156,116687,22.88,2026-02-12,Late Delivery
6157,111985,40.11,2026-02-12,Wrong Item
6158,126611,8.15,2026-02-12,Late Delivery
6159,198805,9.74,2026-02-12,Late Delivery
6160,195707,26.36,2026-02-12,Damaged Item
6161,228415,12.47,2026-02-12,Damaged Item
6162,258349,95.55,2026-02-12,Damaged Item
6163,191503,40.96,2026-02-12,Damaged Item
6164,222274,150.7,2026-02-12,Damaged Item
6165,81222,17.04,2026-02-12,Damaged Item
6166,18269,50.66,2026-02-12,Damaged Item
6167,236549,25.67,2026-02-12,Customer Error
6168,10957,5.52,2026-02-12,Wrong Item
6169,222384,25.61,2026-02-12,Customer Error
6170,83745,19.71,2026-02-12,Customer Error
6171,69497,6.65,2026-02-12,Damaged Item
6172,281651,34.83,2026-02-12,Customer Error
6173,21473,29.85,2026-02-12,Late Delivery
6174,134785,58.73,2026-02-12,Wrong Item
6175,171818,35.2,2026-02-12,Wrong Item
6176,167772,22.46,2026-02-12,Late Delivery
6177,261270,9.22,2026-02-12,Damaged Item
6178,116995,220.94,2026-02-12,Late Delivery
6179,8144,41.63,2026-02-12,Customer Error
6180,84668,18.63,2026-02-12,Customer Error
6181,11265,42.54,2026-02-12,Customer Error
6182,199631,26.02,2026-02-12,Damaged Item
6183,124764,15.38,2026-02-12,Wrong Item
6184,287383,92.07,2026-02-12,Damaged Item
6185,289162,28.44,2026-02-12,Late Delivery
6186,163421,4.24,2026-02-12,Customer Error
6187,299550,40.0,2026-02-12,Late Delivery
6188,240061,29.38,2026-02-12,Damaged Item
6189,278944,3.28,2026-02-12,Damaged Item
6190,96673,6.74,2026-02-12,Damaged Item
6191,35230,27.36,2026-02-12,Damaged Item
6192,18781,7.45,2026-02-12,Wrong Item
6193,160228,7.73,2026-02-12,Late Delivery
6194,208749,6.63,2026-02-12,Wrong Item
6195,184223,21.28,2026-02-12,Customer Error
6196,44530,6.64,2026-02-12,Wrong Item
6197,86301,13.43,2026-02-12,Damaged Item
6198,92547,15.73,2026-02-12,Wrong Item
6199,270226,20.82,2026-02-12,Customer Error
6200,219360,82.06,2026-02-12,Customer Error
6201,241080,15.65,2026-02-12,Late Delivery
6202,180114,31.72,2026-02-12,Wrong Item
6203,134733,22.39,2026-02-12,Customer Error
6204,254420,6.15,2026-02-12,Customer Error
6205,111337,23.6,2026-02-12,Customer Error
6206,254695,116.05,2026-02-12,Late Delivery
6207,229395,21.28,2026-02-12,Damaged Item
6208,51396,8.7,2026-02-12,Damaged Item
6209,303169,14.13,2026-02-12,Damaged Item
6210,140542,18.63,2026-02-12,Customer Error
6211,133356,15.5,2026-02-12,Late Delivery
6212,32820,14.87,2026-02-12,Wrong Item
6213,248949,17.64,2026-02-12,Wrong Item
6214,55309,19.0,2026-02-12,Customer Error
6215,42392,37.39,2026-02-12,Late Delivery
6216,248365,7.11,2026-02-12,Customer Error
6217,31576,18.63,2026-02-12,Late Delivery
6218,21531,6.38,2026-02-12,Customer Error
6219,7777,18.59,2026-02-12,Late Delivery
6220,5135,59.3,2026-02-12,Wrong Item
6221,163147,29.96,2026-02-12,Wrong Item
6222,237332,51.87,2026-02-12,Late Delivery
6223,296562,2.99,2026-02-12,Damaged Item
6224,16901,44.1,2026-02-12,Wrong Item
6225,254029,71.94,2026-02-12,Wrong Item
6226,101270,96.06,2026-02-12,Damaged Item
6227,289090,78.28,2026-02-12,Late Delivery
6228,123271,306.08,2026-02-12,Wrong Item
6229,96089,5.32,2026-02-12,Damaged Item
6230,199412,53.63,2026-02-12,Late Delivery
6231,29497,119.66,2026-02-12,Wrong Item
6232,21788,11.48,2026-02-12,Customer Error
6233,81026,13.15,2026-02-12,Wrong Item
6234,129021,8.93,2026-02-12,Damaged Item
6235,60375,286.54,2026-02-12,Late Delivery
6236,199502,39.11,2026-02-12,Customer Error
6237,74910,67.31,2026-02-12,Damaged Item
6238,229177,10.22,2026-02-12,Customer Error
6239,298042,50.37,2026-02-12,Customer Error
6240,66322,38.93,2026-02-12,Damaged Item
6241,132298,6.21,2026-02-12,Damaged Item
6242,226877,36.39,2026-02-12,Customer Error
6243,231826,77.22,2026-02-12,Late Delivery
6244,193286,1.85,2026-02-12,Wrong Item
6245,158075,22.27,2026-02-12,Wrong Item
6246,4896,12.0,2026-02-12,Customer Error
6247,115876,34.94,2026-02-12,Wrong Item
6248,162038,36.44,2026-02-12,Late Delivery
6249,58752,69.12,2026-02-12,Damaged Item
6250,195296,10.9,2026-02-12,Damaged Item
6251,294549,8.47,2026-02-12,Customer Error
6252,143882,61.13,2026-02-12,Damaged Item
6253,287213,13.54,2026-02-12,Wrong Item
6254,32710,45.03,2026-02-12,Late Delivery
6255,20489,167.33,2026-02-12,Customer Error
6256,45622,10.57,2026-02-12,Customer Error
6257,174776,8.99,2026-02-12,Customer Error
6258,53244,6.64,2026-02-12,Damaged Item
6259,289994,19.91,2026-02-12,Damaged Item
6260,89989,67.84,2026-02-12,Damaged Item
6261,163723,24.25,2026-02-12,Customer Error
6262,149193,10.39,2026-02-12,Wrong Item
6263,49612,7.27,2026-02-12,Wrong Item
6264,65501,9.61,2026-02-12,Wrong Item
6265,46601,13.53,2026-02-12,Customer Error
6266,166221,21.2,2026-02-12,Damaged Item
6267,156830,95.82,2026-02-12,Wrong Item
6268,106624,14.28,2026-02-12,Wrong Item
6269,177342,21.49,2026-02-12,Late Delivery
6270,74962,59.53,2026-02-12,Wrong Item
6271,8546,26.69,2026-02-12,Customer Error
6272,8796,12.92,2026-02-12,Late Delivery
6273,71898,20.06,2026-02-12,Late Delivery
6274,70077,3.68,2026-02-12,Damaged Item
6275,93196,48.07,2026-02-12,Damaged Item
6276,23685,14.17,2026-02-12,Customer Error
6277,295699,58.42,2026-02-12,Wrong Item
6278,233929,37.97,2026-02-12,Late Delivery
6279,83409,21.18,2026-02-12,Customer Error
6280,15317,25.53,2026-02-12,Wrong Item
6281,143395,51.11,2026-02-12,Customer Error
6282,173909,18.83,2026-02-12,Damaged Item
6283,153312,44.28,2026-02-12,Wrong Item
6284,117701,141.79,2026-02-12,Damaged Item
6285,64746,4.74,2026-02-12,Late Delivery
6286,69026,56.91,2026-02-12,Customer Error
6287,95497,30.77,2026-02-12,Damaged Item
6288,163685,7.22,2026-02-12,Wrong Item
6289,4966,6.46,2026-02-12,Wrong Item
6290,9347,12.32,2026-02-12,Damaged Item
6291,140178,41.72,2026-02-12,Customer Error
6292,18103,24.07,2026-02-12,Damaged Item
6293,79377,7.74,2026-02-12,Late Delivery
6294,214656,14.33,2026-02-12,Damaged Item
6295,119430,10.1,2026-02-12,Customer Error
6296,234425,16.57,2026-02-12,Damaged Item
6297,195286,15.68,2026-02-12,Late Delivery
6298,92825,12.12,2026-02-12,Wrong Item
6299,56889,318.86,2026-02-12,Wrong Item
6300,88222,32.99,2026-02-12,Customer Error
6301,229951,33.65,2026-02-12,Damaged Item
6302,242363,29.31,2026-02-12,Damaged Item
6303,200757,41.07,2026-02-12,Wrong Item
6304,113183,30.56,2026-02-12,Customer Error
6305,295492,19.63,2026-02-12,Wrong Item
6306,143646,16.44,2026-02-12,Customer Error
6307,3258,5.13,2026-02-12,Customer Error
6308,123334,21.93,2026-02-12,Wrong Item
6309,275455,52.66,2026-02-12,Customer Error
6310,114948,27.17,2026-02-12,Late Delivery
6311,140138,3.82,2026-02-12,Damaged Item
6312,264551,88.56,2026-02-12,Customer Error
6313,184899,8.35,2026-02-12,Wrong Item
6314,222260,21.19,2026-02-12,Customer Error
6315,65773,11.82,2026-02-12,Customer Error
6316,190697,5.08,2026-02-12,Late Delivery
6317,253145,23.29,2026-02-12,Wrong Item
6318,60929,13.28,2026-02-12,Late Delivery
6319,32519,22.26,2026-02-12,Late Delivery
6320,248038,200.51,2026-02-12,Late Delivery
6321,270955,35.7,2026-02-12,Late Delivery
6322,210681,18.84,2026-02-12,Late Delivery
6323,163796,6.19,2026-02-12,Late Delivery
6324,73667,124.27,2026-02-12,Late Delivery
6325,157091,85.86,2026-02-12,Late Delivery
6326,213255,9.78,2026-02-12,Customer Error
6327,4526,31.98,2026-02-12,Customer Error
6328,179637,95.87,2026-02-12,Late Delivery
6329,126603,35.26,2026-02-12,Damaged Item
6330,159456,82.3,2026-02-12,Wrong Item
6331,114939,73.59,2026-02-12,Customer Error
6332,143800,77.89,2026-02-12,Damaged Item
6333,35420,50.12,2026-02-12,Wrong Item
6334,12544,7.48,2026-02-12,Late Delivery
6335,289579,12.77,2026-02-12,Late Delivery
6336,262043,75.32,2026-02-12,Late Delivery
6337,300262,15.46,2026-02-12,Late Delivery
6338,264443,21.43,2026-02-12,Wrong Item
6339,5770,38.98,2026-02-12,Damaged Item
6340,126356,11.26,2026-02-12,Wrong Item
6341,215048,9.78,2026-02-12,Late Delivery
6342,271255,66.7,2026-02-12,Late Delivery
6343,45940,34.49,2026-02-12,Wrong Item
6344,167326,30.23,2026-02-12,Damaged Item
6345,18311,5.1,2026-02-12,Late Delivery
6346,27283,14.88,2026-02-12,Customer Error
6347,282411,3.78,2026-02-12,Customer Error
6348,122581,4.58,2026-02-12,Customer Error
6349,76313,2.16,2026-02-12,Damaged Item
6350,3634,9.6,2026-02-12,Customer Error
6351,207819,276.09,2026-02-12,Customer Error
6352,300557,5.83,2026-02-12,Late Delivery
6353,58035,8.73,2026-02-12,Wrong Item
6354,121102,49.48,2026-02-12,Customer Error
6355,211062,12.87,2026-02-12,Late Delivery
6356,213586,44.6,2026-02-12,Wrong Item
6357,238330,23.46,2026-02-12,Damaged Item
6358,44739,53.06,2026-02-12,Customer Error
6359,180243,50.88,2026-02-12,Customer Error
6360,272730,30.67,2026-02-12,Damaged Item
6361,27289,27.36,2026-02-12,Late Delivery
6362,94343,38.42,2026-02-12,Customer Error
6363,203268,187.77,2026-02-12,Wrong Item
6364,23461,28.12,2026-02-12,Damaged Item
6365,123033,49.42,2026-02-12,Wrong Item
6366,139288,8.43,2026-02-12,Wrong Item
6367,111709,42.36,2026-02-12,Damaged Item
6368,98265,6.45,2026-02-12,Customer Error
6369,100038,21.84,2026-02-12,Damaged Item
6370,192693,8.5,2026-02-12,Damaged Item
6371,18450,23.39,2026-02-12,Late Delivery
6372,196071,6.46,2026-02-12,Damaged Item
6373,4355,87.81,2026-02-12,Late Delivery
6374,279824,54.06,2026-02-12,Customer Error
6375,182147,43.25,2026-02-12,Damaged Item
6376,33412,2.13,2026-02-12,Damaged Item
6377,173826,34.66,2026-02-12,Customer Error
6378,276532,25.15,2026-02-12,Wrong Item
6379,236406,39.36,2026-02-12,Customer Error
6380,39143,218.53,2026-02-12,Wrong Item
6381,292884,6.13,2026-02-12,Customer Error
6382,161729,3.97,2026-02-12,Damaged Item
6383,264999,16.85,2026-02-12,Damaged Item
6384,30446,23.29,2026-02-12,Customer Error
6385,173817,22.69,2026-02-12,Customer Error
6386,81769,73.85,2026-02-12,Customer Error
6387,263735,6.67,2026-02-12,Late Delivery
6388,37938,35.66,2026-02-12,Late Delivery
6389,88295,6.15,2026-02-12,Wrong Item
6390,73395,6.08,2026-02-12,Late Delivery
6391,86669,29.38,2026-02-12,Wrong Item
6392,159802,32.45,2026-02-12,Wrong Item
6393,289171,8.48,2026-02-12,Wrong Item
6394,37294,9.89,2026-02-12,Damaged Item
6395,202332,52.15,2026-02-12,Wrong Item
6396,285631,20.37,2026-02-12,Wrong Item
6397,216048,179.06,2026-02-12,Late Delivery
6398,124406,4.92,2026-02-12,Damaged Item
6399,243651,22.38,2026-02-12,Customer Error
6400,198687,87.06,2026-02-12,Wrong Item
6401,164175,62.55,2026-02-12,Wrong Item
6402,128005,38.36,2026-02-12,Wrong Item
6403,5277,9.16,2026-02-12,Late Delivery
6404,63297,9.43,2026-02-12,Customer Error
6405,166471,13.64,2026-02-12,Damaged Item
6406,243394,32.7,2026-02-12,Late Delivery
6407,245848,28.15,2026-02-12,Wrong Item
6408,11486,17.7,2026-02-12,Late Delivery
6409,201241,33.98,2026-02-12,Damaged Item
6410,101024,83.94,2026-02-12,Wrong Item
6411,246410,48.71,2026-02-12,Damaged Item
6412,90382,9.53,2026-02-12,Customer Error
6413,89457,12.22,2026-02-12,Wrong Item
6414,83135,13.59,2026-02-12,Late Delivery
6415,245081,59.44,2026-02-12,Late Delivery
6416,207832,18.91,2026-02-12,Damaged Item
6417,213522,25.14,2026-02-12,Late Delivery
6418,233840,11.72,2026-02-12,Damaged Item
6419,109335,29.39,2026-02-12,Customer Error
6420,289775,45.08,2026-02-12,Wrong Item
6421,294618,72.27,2026-02-12,Customer Error
6422,31885,18.37,2026-02-12,Damaged Item
6423,169684,32.45,2026-02-12,Damaged Item
6424,90565,12.41,2026-02-12,Wrong Item
6425,273230,7.14,2026-02-12,Customer Error
6426,296082,19.91,2026-02-12,Late Delivery
6427,209182,120.65,2026-02-12,Wrong Item
6428,131561,6.14,2026-02-12,Late Delivery
6429,194943,38.78,2026-02-12,Customer Error
6430,185513,11.83,2026-02-12,Damaged Item
6431,152551,33.31,2026-02-12,Customer Error
6432,183665,52.79,2026-02-12,Damaged Item
6433,47612,6.91,2026-02-12,Damaged Item
6434,45716,12.54,2026-02-12,Customer Error
6435,100380,7.07,2026-02-12,Customer Error
6436,238562,82.92,2026-02-12,Late Delivery
6437,1146,4.18,2026-02-12,Wrong Item
6438,33401,15.57,2026-02-12,Late Delivery
6439,84635,9.96,2026-02-12,Late Delivery
6440,26029,19.76,2026-02-12,Customer Error
6441,146111,32.37,2026-02-12,Wrong Item
6442,132062,20.1,2026-02-12,Wrong Item
6443,66696,15.6,2026-02-12,Customer Error
6444,160007,7.01,2026-02-12,Wrong Item
6445,147960,12.58,2026-02-12,Customer Error
6446,60428,24.83,2026-02-12,Wrong Item
6447,255480,46.04,2026-02-12,Late Delivery
6448,77080,22.32,2026-02-12,Customer Error
6449,77727,3.88,2026-02-12,Late Delivery
6450,156874,48.19,2026-02-12,Wrong Item
6451,247808,18.36,2026-02-12,Damaged Item
6452,223969,39.91,2026-02-12,Damaged Item
6453,163780,32.75,2026-02-12,Late Delivery
6454,227765,6.63,2026-02-12,Late Delivery
6455,57136,87.05,2026-02-12,Customer Error
6456,182085,11.17,2026-02-12,Damaged Item
6457,217643,43.1,2026-02-12,Late Delivery
6458,187222,5.78,2026-02-12,Damaged Item
6459,20862,34.2,2026-02-12,Wrong Item
6460,7071,46.78,2026-02-12,Wrong Item
6461,222453,17.68,2026-02-12,Customer Error
6462,268758,27.92,2026-02-12,Late Delivery
6463,145451,29.57,2026-02-12,Late Delivery
6464,243265,46.06,2026-02-12,Customer Error
6465,285568,6.33,2026-02-12,Late Delivery
6466,152953,26.77,2026-02-12,Damaged Item
6467,248895,38.3,2026-02-12,Customer Error
6468,97520,28.58,2026-02-12,Late Delivery
6469,123722,11.21,2026-02-12,Damaged Item
6470,147712,20.4,2026-02-12,Wrong Item
6471,134989,15.74,2026-02-12,Wrong Item
6472,273884,28.67,2026-02-12,Wrong Item
6473,117001,7.18,2026-02-12,Damaged Item
6474,294943,48.47,2026-02-12,Customer Error
6475,199381,23.94,2026-02-12,Customer Error
6476,147468,7.71,2026-02-12,Customer Error
6477,37522,14.93,2026-02-12,Damaged Item
6478,193247,51.34,2026-02-12,Late Delivery
6479,286768,99.61,2026-02-12,Late Delivery
6480,100544,18.62,2026-02-12,Wrong Item
6481,60444,47.96,2026-02-12,Wrong Item
6482,23627,14.22,2026-02-12,Late Delivery
6483,86320,16.81,2026-02-12,Late Delivery
6484,244747,9.75,2026-02-12,Customer Error
6485,277932,35.36,2026-02-12,Late Delivery
6486,37441,10.64,2026-02-12,Damaged Item
6487,249407,12.35,2026-02-12,Wrong Item
6488,36710,241.12,2026-02-12,Wrong Item
6489,230861,49.44,2026-02-12,Customer Error
6490,89563,78.75,2026-02-12,Wrong Item
6491,4465,107.26,2026-02-12,Late Delivery
6492,280243,15.62,2026-02-12,Late Delivery
6493,20840,168.19,2026-02-12,Damaged Item
6494,216514,91.11,2026-02-12,Wrong Item
6495,280581,35.21,2026-02-12,Late Delivery
6496,145299,59.31,2026-02-12,Late Delivery
6497,204945,63.64,2026-02-12,Late Delivery
6498,211787,231.69,2026-02-12,Customer Error
6499,190498,44.4,2026-02-12,Wrong Item
6500,101752,4.54,2026-02-12,Late Delivery
6501,194118,36.23,2026-02-12,Late Delivery
6502,30979,4.92,2026-02-12,Damaged Item
6503,218237,50.17,2026-02-12,Damaged Item
6504,54532,18.46,2026-02-12,Late Delivery
6505,227901,5.94,2026-02-12,Late Delivery
6506,132709,60.9,2026-02-12,Customer Error
6507,103025,6.98,2026-02-12,Customer Error
6508,219470,35.66,2026-02-12,Customer Error
6509,247955,21.66,2026-02-12,Wrong Item
6510,173722,34.32,2026-02-12,Damaged Item
6511,202538,51.28,2026-02-12,Damaged Item
6512,24185,51.23,2026-02-12,Wrong Item
6513,220750,17.41,2026-02-12,Customer Error
6514,54218,36.94,2026-02-12,Wrong Item
6515,237230,73.7,2026-02-12,Late Delivery
6516,150865,21.6,2026-02-12,Damaged Item
6517,112680,31.63,2026-02-12,Late Delivery
6518,28850,19.93,2026-02-12,Wrong Item
6519,75635,30.77,2026-02-12,Customer Error
6520,190040,8.43,2026-02-12,Late Delivery
6521,190376,23.31,2026-02-12,Late Delivery
6522,284071,14.71,2026-02-12,Customer Error
6523,257321,8.37,2026-02-12,Late Delivery
6524,21216,74.29,2026-02-12,Wrong Item
6525,189349,15.09,2026-02-12,Wrong Item
6526,209647,19.45,2026-02-12,Late Delivery
6527,46575,54.51,2026-02-12,Wrong Item
6528,225245,54.93,2026-02-12,Wrong Item
6529,165742,13.43,2026-02-12,Customer Error
6530,109519,68.75,2026-02-12,Wrong Item
6531,273313,38.84,2026-02-12,Customer Error
6532,274410,15.59,2026-02-12,Wrong Item
6533,199116,8.38,2026-02-12,Customer Error
6534,148677,55.94,2026-02-12,Customer Error
6535,182286,22.71,2026-02-12,Damaged Item
6536,277902,54.94,2026-02-12,Customer Error
6537,85166,9.49,2026-02-12,Wrong Item
6538,76818,33.57,2026-02-12,Damaged Item
6539,229029,17.18,2026-02-12,Damaged Item
6540,197720,12.91,2026-02-12,Wrong Item
6541,128668,18.34,2026-02-12,Late Delivery
6542,126068,69.21,2026-02-12,Wrong Item
6543,19838,3.92,2026-02-12,Damaged Item
6544,269541,17.55,2026-02-12,Damaged Item
6545,8072,65.8,2026-02-12,Customer Error
6546,249843,49.18,2026-02-12,Damaged Item
6547,187975,1.92,2026-02-12,Wrong Item
6548,96687,45.32,2026-02-12,Customer Error
6549,301488,223.18,2026-02-12,Customer Error
6550,253303,13.98,2026-02-12,Damaged Item
6551,214953,13.28,2026-02-12,Wrong Item
6552,212905,47.19,2026-02-12,Late Delivery
6553,48750,46.26,2026-02-12,Wrong Item
6554,189563,7.25,2026-02-12,Customer Error
6555,154687,138.62,2026-02-12,Late Delivery
6556,246318,43.68,2026-02-12,Wrong Item
6557,265272,40.38,2026-02-12,Late Delivery
6558,76091,19.6,2026-02-12,Damaged Item
6559,42549,58.05,2026-02-12,Late Delivery
6560,283190,24.29,2026-02-12,Late Delivery
6561,40357,53.89,2026-02-12,Damaged Item
6562,252943,47.76,2026-02-12,Damaged Item
6563,74499,6.05,2026-02-12,Late Delivery
6564,85780,51.68,2026-02-12,Customer Error
6565,122377,37.63,2026-02-12,Customer Error
6566,13323,200.12,2026-02-12,Late Delivery
6567,64557,19.48,2026-02-12,Late Delivery
6568,175352,37.89,2026-02-12,Late Delivery
6569,249559,37.25,2026-02-12,Damaged Item
6570,207207,16.36,2026-02-12,Damaged Item
6571,259434,34.99,2026-02-12,Late Delivery
6572,91189,7.26,2026-02-12,Customer Error
6573,124843,7.57,2026-02-12,Wrong Item
6574,34386,26.61,2026-02-12,Damaged Item
6575,53702,22.61,2026-02-12,Late Delivery
6576,214559,41.34,2026-02-12,Customer Error
6577,9204,65.86,2026-02-12,Late Delivery
6578,240940,70.66,2026-02-12,Customer Error
6579,198202,9.25,2026-02-12,Wrong Item
6580,138039,161.16,2026-02-12,Customer Error
6581,146560,232.97,2026-02-12,Customer Error
6582,60218,16.58,2026-02-12,Damaged Item
6583,241324,21.24,2026-02-12,Wrong Item
6584,195909,15.26,2026-02-12,Customer Error
6585,7968,16.9,2026-02-12,Late Delivery
6586,226387,460.75,2026-02-12,Damaged Item
6587,156628,28.67,2026-02-12,Damaged Item
6588,114934,13.19,2026-02-12,Wrong Item
6589,186705,32.31,2026-02-12,Damaged Item
6590,154485,30.52,2026-02-12,Damaged Item
6591,291649,22.75,2026-02-12,Late Delivery
6592,298187,26.6,2026-02-12,Late Delivery
6593,213836,31.3,2026-02-12,Damaged Item
6594,70534,30.27,2026-02-12,Damaged Item
6595,86842,32.33,2026-02-12,Damaged Item
6596,80236,12.35,2026-02-12,Wrong Item
6597,12833,9.79,2026-02-12,Customer Error
6598,96179,17.71,2026-02-12,Damaged Item
6599,120291,28.93,2026-02-12,Late Delivery
6600,156075,14.61,2026-02-12,Wrong Item
6601,298223,34.1,2026-02-12,Customer Error
6602,147616,5.62,2026-02-12,Late Delivery
6603,251697,3.94,2026-02-12,Late Delivery
6604,130511,1.17,2026-02-12,Wrong Item
6605,78214,115.73,2026-02-12,Wrong Item
6606,82917,7.28,2026-02-12,Wrong Item
6607,110425,22.8,2026-02-12,Late Delivery
6608,1467,31.89,2026-02-12,Wrong Item
6609,283627,23.9,2026-02-12,Late Delivery
6610,106542,23.16,2026-02-12,Damaged Item
6611,110174,3.39,2026-02-12,Damaged Item
6612,176333,25.89,2026-02-12,Customer Error
6613,88233,8.7,2026-02-12,Late Delivery
6614,261037,121.75,2026-02-12,Damaged Item
6615,151949,21.52,2026-02-12,Late Delivery
6616,273764,20.23,2026-02-12,Damaged Item
6617,294773,1.32,2026-02-12,Late Delivery
6618,178371,22.25,2026-02-12,Customer Error
6619,67618,41.63,2026-02-12,Wrong Item
6620,281374,32.15,2026-02-12,Damaged Item
6621,267384,2.78,2026-02-12,Damaged Item
6622,173644,52.31,2026-02-12,Customer Error
6623,229952,28.13,2026-02-12,Customer Error
6624,96390,45.38,2026-02-12,Damaged Item
6625,246982,29.85,2026-02-12,Damaged Item
6626,4389,22.64,2026-02-12,Wrong Item
6627,86237,23.58,2026-02-12,Late Delivery
6628,239515,1.61,2026-02-12,Late Delivery
6629,227172,9.89,2026-02-12,Customer Error
6630,15190,24.83,2026-02-12,Customer Error
6631,248073,9.05,2026-02-12,Customer Error
6632,1426,62.46,2026-02-12,Wrong Item
6633,174097,47.78,2026-02-12,Customer Error
6634,36009,66.24,2026-02-12,Customer Error
6635,242729,3.66,2026-02-12,Wrong Item
6636,49853,11.52,2026-02-12,Late Delivery
6637,103696,112.17,2026-02-12,Late Delivery
6638,217748,39.86,2026-02-12,Customer Error
6639,191883,14.67,2026-02-12,Wrong Item
6640,97841,5.97,2026-02-12,Late Delivery
6641,283309,101.38,2026-02-12,Late Delivery
6642,219981,14.27,2026-02-12,Late Delivery
6643,45562,37.82,2026-02-12,Wrong Item
6644,236415,23.98,2026-02-12,Customer Error
6645,296232,11.89,2026-02-12,Wrong Item
6646,230043,7.49,2026-02-12,Wrong Item
6647,70742,21.69,2026-02-12,Customer Error
6648,36504,45.11,2026-02-12,Damaged Item
6649,302983,12.73,2026-02-12,Customer Error
6650,148443,12.76,2026-02-12,Damaged Item
6651,213948,65.7,2026-02-12,Late Delivery
6652,126720,32.51,2026-02-12,Wrong Item
6653,257982,43.59,2026-02-12,Wrong Item
6654,206141,51.75,2026-02-12,Customer Error
6655,37379,42.31,2026-02-12,Late Delivery
6656,196891,3.27,2026-02-12,Customer Error
6657,96603,18.92,2026-02-12,Damaged Item
6658,9226,13.84,2026-02-12,Late Delivery
